Year,Team,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL
2020-21,Seattle Storm,Breanna Stewart,20,30.4,19.7,6.7,14.8,45.1,1.8,4.8,36.8,4.7,5.2,89.4,1,7.3,8.3,3.6,2.5,1.7
2020-21,Seattle Storm,Jewell Loyd,22,27.8,15.5,5.1,11.5,44.3,1.8,4.5,39,3.5,4,87.5,0.6,1.7,2.4,3.2,1.9,1.5
2020-21,Seattle Storm,Alysha Clark,22,28.8,10,3.7,6.7,55.8,1.6,3,52.2,0.9,1.1,80,0.9,3.4,4.2,2.7,0.9,1.5
2021-22,Atlanta Dream,Cheyenne Parker,35,26.3,11.9,4.9,9.9,50,0.3,1.5,22.2,1.7,2.1,78.4,1.7,4.5,6.2,2,1.9,1.1
2021-22,Atlanta Dream,Rhyne Howard,34,31.3,16.2,5.4,15,36.1,2.5,7.3,34.3,2.9,3.7,79.2,0.8,3.7,4.5,2.8,1.6,1.6
2021-22,Atlanta Dream,Erica Wheeler,30,26.3,8.4,3.3,9.2,35.5,0.8,2.4,32.9,1,1.4,75.6,0.6,2.5,3.1,3.9,2.5,1.1
2021-22,Atlanta Dream,Kristy Wallace,18,24.8,8.2,3,6.8,43.9,1.1,2.8,37.3,1.2,1.6,72.4,0.7,2.1,2.7,2.3,1.8,0.8
2021-22,Atlanta Dream,Nia Coffey,16,21,6.4,2.2,6.3,34.7,0.6,1.9,29,1.4,1.9,74.2,0.4,4.8,5.2,0.8,2.2,0.6
2021-22,Chicago Sky,Emma Meesseman,36,28.6,12.4,5.4,9.4,57.1,0.4,1.1,34.2,1.3,1.5,88.7,1.7,3.8,5.6,3.8,1.4,1.4
2021-22,Chicago Sky,Allie Quigley,34,26.3,11.4,3.8,8.9,42.8,1.5,4.1,35.5,2.2,2.4,95,0.5,2,2.5,2.9,1.3,0.7
2021-22,Chicago Sky,Candace Parker,32,28.2,13.2,5,10.8,45.8,1.3,4.2,31.1,1.9,2.4,81.6,0.9,7.7,8.6,4.5,2.4,1
2021-22,Chicago Sky,Courtney Vandersloot,32,26.5,11.8,4.3,8.8,48.1,0.9,2.5,36.7,2.3,3.1,76.5,0.7,3.2,3.9,6.5,2.7,1.2
2021-22,Chicago Sky,Kahleah Copper,31,28.8,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,1,4.6,5.7,2.3,2,0.5
2021-22,Dallas Wings,Kayla Thornton,35,29.3,8.2,2.8,5.9,47.1,0.7,2.2,32.9,1.9,2.3,82.9,1.8,4.1,5.9,1.8,1.2,1.1
2021-22,Dallas Wings,Allisha Gray,33,32.9,13.3,4.4,10.5,42.3,1.9,4.8,40.8,2.5,3.2,79.8,0.9,3.9,4.8,2.5,1.3,1.1
2021-22,Dallas Wings,Marina Mabrey,32,28.2,13.3,5.1,12.3,41.5,1.7,5,34.4,1.4,2,71.4,0.6,3,3.6,3.8,2.3,0.9
2021-22,Dallas Wings,Arike Ogunbowale,30,31.4,19.7,6.8,17,40,2.8,7.9,35.2,3.3,4.1,79.8,0.6,2.7,3.3,3.6,1.8,1.5
2021-22,Dallas Wings,Isabelle Harrison,18,21.7,9.6,3.2,7.4,43.3,0,0,0,3.1,3.4,90.3,1.7,3.6,5.3,1.8,1.1,0.7
2021-22,Indiana Fever,Nalyssa Smith,32,30.7,13.5,5,11.9,41.9,1.2,3,38.1,2.4,3.8,61.8,2.2,5.7,7.9,1.4,2.4,0.5
2021-22,Indiana Fever,Kelsey Mitchell,31,32.6,18.4,6.3,14.4,43.8,2.3,5.7,40.9,3.4,3.9,86.1,0.5,1.5,1.9,4.2,2.4,0.9
2021-22,Indiana Fever,Queen Egbo,31,22,7.5,3,6.7,44,0,0,0,1.6,2.5,64.5,1.9,4.4,6.4,1,2,0.8
2021-22,Indiana Fever,Danielle Robinson,30,23.6,7.3,2.7,6.5,41.3,0.3,1.2,21.6,1.6,1.9,84.5,0.4,2.5,2.9,3.9,1.7,0.7
2021-22,Indiana Fever,Victoria Vivians,30,28.2,10.4,3.8,11.4,33.7,1.3,4.8,26.6,1.5,2,75,0.6,3,3.6,2.6,2.1,1.1
2021-22,Los Angeles Sparks,A'Ja Wilson,36,30,19.5,7.2,14.4,50.1,0.9,2.3,37.3,4.2,5.2,81.3,1.8,7.6,9.4,2.1,1.7,1.4
2021-22,Los Angeles Sparks,Kelsey Plum,36,32.8,20.2,6.8,14.8,46,3.1,7.5,42,3.5,4.1,83.9,0.3,2.4,2.7,5.1,2.6,1
2021-22,Los Angeles Sparks,Chelsea Gray,35,29.7,13.7,5.2,10.7,49.1,1,2.9,34,2.3,2.5,91,0.3,2.9,3.2,6.1,2.3,1.6
2021-22,Los Angeles Sparks,Jackie Young,34,33.2,15.9,5.6,11.8,47.6,1.5,3.4,43.1,3.2,3.8,85.9,1.3,3.1,4.4,3.9,1.3,1.4
2021-22,Los Angeles Sparks,Dearica Hamby,32,27.5,9.7,3.6,7.6,47.1,0.5,2.2,23.2,2,2.8,71.4,1.5,5.8,7.3,1.2,1.5,1.1
2021-22,Phoenix Mercury,Brianna Turner,35,33.4,4.3,1.9,3.2,60.7,0,0,0,0.4,0.9,50,2,4.8,6.8,2.3,1.4,1.3
2021-22,Phoenix Mercury,Diana Taurasi,31,31,16.7,4.8,13,37.3,3,8.8,33.7,4.1,4.6,89.4,0.3,3.2,3.4,3.9,2.7,0.7
2021-22,Phoenix Mercury,Skylar Diggins-Smith,30,34,19.7,6.9,16.2,42.9,1.3,4.5,29.6,4.5,5.3,84.4,0.9,3.1,4,5.5,2.7,1.5
2021-22,Phoenix Mercury,Shey Peddy,24,31.4,11,3.9,9.4,41.6,1.4,4.5,31.2,1.7,2,85.4,1.7,2.8,4.4,3.8,1.6,1.7
2021-22,Phoenix Mercury,Sophie Cunningham,20,33.4,14.8,5.2,11.4,45.2,3,7.5,40,1.5,1.8,85.7,0.8,4.1,4.8,1.9,1.2,1.2
2021-22,Minnesota Lynx,Aerial Powers,31,27.7,14.5,5,13,38.6,1,3.2,32,3.5,4.4,79.4,1.3,3.7,5,3.1,2.7,1.3
2021-22,Minnesota Lynx,Kayla Mcbride,31,29.8,13.3,4.4,10.9,40.5,1.5,4.3,35.6,2.9,3.2,90.9,0.5,2.3,2.8,2.1,1.5,1
2021-22,Minnesota Lynx,Moriah Jefferson,30,26.8,10.8,3.9,8.6,45.2,1.2,2.5,47.4,1.8,2.2,81.5,0.4,2.1,2.5,4.9,2.3,1.2
2021-22,Minnesota Lynx,Sylvia Fowles,30,27.7,14.4,6.1,9.9,62.2,0,0,0,2.1,3.2,66,2.5,7.3,9.8,1.2,2.1,1
2021-22,Minnesota Lynx,Jessica Shepard,22,28.5,7.7,2.8,6.1,45.2,0.2,0.8,23.5,2,2.7,73.3,2,5.3,7.3,2.8,2,0.3
2021-22,New York Liberty,Sabrina Ionescu,36,32.3,17.4,5.9,14.3,41.1,2.3,6.9,33.3,3.4,3.6,93.1,1,6.1,7.1,6.3,3,1.1
2021-22,New York Liberty,Stefanie Dolson,36,23,8.1,3.1,6.4,49.3,0.7,1.8,39.4,1.1,1.2,90.5,1.2,3.6,4.8,1.8,1.6,0.4
2021-22,New York Liberty,Natasha Howard,35,29.9,15.1,5.9,12.2,48.2,0.9,2.6,32.6,2.5,3.5,71.5,2,5.3,7.3,2.3,3.2,1.3
2021-22,New York Liberty,Crystal Dangerfield,27,22.1,5.8,2.1,5.1,42,0.8,2.2,35.6,0.7,1,71.4,0.3,1.6,1.9,2.4,0.8,0.6
2021-22,New York Liberty,Rebecca Allen,19,22,7.4,2.7,7,38.3,1.2,3.6,32.4,0.9,1.1,85,0.3,3.3,3.6,1.5,0.9,0.8
2021-22,Las Vegas Aces,Nneka Ogwumike,34,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2,1.8,1.7
2021-22,Las Vegas Aces,Katie Lou Samuelson,29,30.6,10.3,3.6,9.2,38.4,1.8,5,36.6,1.4,1.7,83.7,0.6,2.5,3,2.1,1.1,1.1
2021-22,Las Vegas Aces,Jordin Canada,25,28.4,9.6,3.5,8.9,39,0.2,1.7,14,2.4,2.9,84.7,0.2,2.2,2.4,5.8,2.6,1.3
2021-22,Las Vegas Aces,Brittney Sykes,24,30.3,13,5.1,12.2,42.1,0.4,1.6,23.1,2.4,2.9,82.9,0.8,3.4,4.2,3.7,2.5,2.1
2021-22,Las Vegas Aces,Liz Cambage,24,23.7,13.2,4.8,9.3,51.1,0.2,0.5,30.8,3.5,4.5,78,1.4,5.1,6.5,2.2,2.3,0.7
2021-22,Seattle Storm,Gabby Williams,36,25.6,7.5,3,6.8,44.4,0.5,1.9,25.7,1,1.3,77.8,1.2,3.8,5,3.1,1.4,1.5
2021-22,Seattle Storm,Jewell Loyd,36,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,0.6,2.1,2.6,3.4,2.2,1.1
2021-22,Seattle Storm,Breanna Stewart,34,30.9,21.8,7.5,15.9,47.2,2,5.2,37.9,4.8,5.8,83.7,1.4,6.2,7.6,2.9,1.3,1.6
2021-22,Seattle Storm,Sue Bird,31,26.4,7.8,2.7,6.8,40.3,1.8,4.6,38.9,0.5,0.5,100,0.2,1.7,1.9,6,1.9,1.2
2021-22,Seattle Storm,Tina Charles,26,31.4,16.1,6.2,13.8,45.3,1.3,3.8,35.7,2.3,2.8,83.3,1.5,6.3,7.8,2.3,2.1,0.8
2022-23,Atlanta Dream,Allisha Gray,28,32.9,17.7,6,12.4,48.3,1.2,3.1,38.6,4.5,5.6,79.6,1.4,3.6,5,3.4,2,1.1
2022-23,Atlanta Dream,Nia Coffey,28,21.9,7.1,2.8,6.3,44.6,1.1,2.6,40.5,0.5,0.7,65,0.5,4.4,4.9,1.6,1.3,0.6
2022-23,Atlanta Dream,Rhyne Howard,28,32.7,17.6,5.9,14.4,40.8,2.6,7.2,36.8,3.1,4.1,76.5,0.7,3.9,4.5,3.3,2,1.4
2022-23,Atlanta Dream,Cheyenne Parker,26,26,14.8,5.7,11.6,49.2,0.3,1.3,27.3,3,3.5,85.9,2.4,4.5,6.9,1.7,2.5,1.2
