Year,Player,Team,Position,Age,Contract,BS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV
2022,Briann January, SEA,G,35,1,140000,36,16.9,3.7,1.3,3.4,37.7,0.6,2.1,31.1,0.5,0.6,82.6,0.2,0.8,1,2.4,0.6,0.2,1.5
2022,Brittney Griner, PHX,C,31,3,227900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Candace Parker, CHI,F,36,2,195000,32,28.3,13.2,5,10.8,45.8,1.3,4.2,31.1,1.9,2.4,81.6,0.9,7.7,8.6,4.5,1,1,2.4
2022,Chelsea Gray, LV,G,29,2,206267,35,29.7,13.7,5.2,10.7,49.1,1,2.9,34,2.3,2.5,91,0.3,2.9,3.2,6.1,1.6,0.3,2.3
2022,Cheyenne Parker, ATL,F,29,3,190550,36,26.2,11.8,4.9,9.8,50,0.3,1.5,21.8,1.7,2.2,79.5,1.6,4.5,6.2,2,1,0.9,2
2022,Courtney Vandersloot, CHI,G,33,1,195000,32,26.5,11.8,4.3,8.8,48.1,0.9,2.5,36.7,2.3,3.1,76.5,0.7,3.2,3.9,6.5,1.2,0.5,2.7
2022,Danielle Robinson, IND,G,33,3,155000,31,23.6,7.4,2.7,6.5,41.9,0.3,1.3,22.5,1.6,1.9,85,0.4,2.5,2.9,3.8,0.7,0.2,1.6
2022,Dearica Hamby, LV,F,28,3,152800,34,26.5,9.3,3.4,7.3,46.6,0.5,2.1,21.9,2,2.7,72,1.4,5.6,7.1,1.1,1.1,0.1,1.5
2022,DeWanna Bonner, CON,F,34,4,227900,33,30,13.5,4.7,10.8,43.9,1.4,4.2,32.9,2.6,3.2,82.7,0.8,4,4.7,2.8,1.2,0.3,1.6
2022,Diamond DeShields, PHX,G,27,2,150000,30,25.3,13.1,4.7,12.2,38.8,0.7,3,23.6,2.9,3.8,76.5,0.6,3.2,3.8,2.2,1,0.5,2.3
2022,Diana Taurasi, PHX,G,40,2,228094,31,31,16.7,4.8,13,37.3,3,8.8,33.7,4.1,4.6,89.4,0.3,3.2,3.4,3.9,0.7,0.6,2.7
2022,Elena Delle Donne, WAS,F,32,4,227900,25,27.8,17.2,6.2,12.9,48,1.4,3.8,36.8,3.4,3.7,91.3,1.2,5.1,6.3,2.3,0.5,1.1,1.1
2022,Emma Meesseman, CHI,F,29,1,185000,36,28.6,12.4,5.4,9.4,57.1,0.4,1.1,34.2,1.3,1.5,88.7,1.7,3.8,5.6,3.8,1.4,0.8,1.4
2022,Erica Wheeler, ATL,G,31,2,185400,30,26.3,8.4,3.3,9.2,35.5,0.8,2.4,32.9,1,1.4,75.6,0.6,2.5,3.1,3.9,1.1,0.1,2.5
2022,Gabby Williams, SEA,F,25,1,144000,36,25.6,7.5,3,6.8,44.4,0.5,1.9,25.7,1,1.3,77.8,1.2,3.8,5,3.1,1.5,0.4,1.4
2022,Isabelle Harrison, DAL,F,28,3,159000,35,18.4,8.7,3.3,7.1,46.6,0.1,0.1,100,2.1,2.4,86.7,1.4,2.9,4.3,1.3,0.7,0.1,1.3
2022,Jasmine Thomas, CON,G,32,3,190000,5,21.8,6.6,1.6,6,26.7,1,2.6,38.5,2.4,2.6,92.3,0.4,1.8,2.2,3,0.6,0.2,1.4
2022,Jewell Loyd, SEA,G,28,2,228094,36,30.3,16.3,5.6,14.1,39.6,2.3,6.1,38.5,2.8,3.1,89.3,0.6,2.1,2.6,3.4,1.1,0.2,2.2
2022,Jonquel Jones, CON,F,28,2,205000,33,26.4,14.6,5.3,10.4,51.3,1.2,3.4,36.9,2.7,3.4,80.2,2.6,6,8.6,1.8,1.1,1.2,2.6
2022,Kahleah Copper, CHI,G,27,2,200000,31,28.7,15.7,5.7,11.8,48.1,1.2,3.3,35.6,3.2,4.2,77.5,1,4.6,5.7,2.3,0.5,0,2
2022,Kayla McBride, MIN,G,30,3,196267,31,29.8,13.3,4.4,10.9,40.5,1.5,4.3,35.6,2.9,3.2,90.9,0.5,2.3,2.8,2.1,1,0.1,1.5
2022,Kelsey Mitchell, IND,G,26,3,200000,31,32.6,18.4,6.3,14.4,43.8,2.3,5.7,40.9,3.4,3.9,86.1,0.5,1.5,1.9,4.2,0.9,0.2,2.4
2022,Kelsey Plum, LV,G,27,2,180250,36,32.8,20.2,6.8,14.8,46,3.1,7.5,42,3.5,4.1,83.9,0.3,2.4,2.7,5.1,1,0.1,2.6
2022,Kristi Toliver, LA,G,35,3,196100,11,19.8,5.9,1.7,4.6,37.3,1.2,3.3,36.1,1.3,1.5,87.5,0,0.7,0.7,3.1,0.4,0,2.3
2022,Mercedes Russell, SEA,C,27,3,160000,5,10.7,2,0.8,1.6,50,0,0,0,0.4,0.6,66.7,0.4,1.4,1.8,0.2,0,0,1.4
2022,Monique Billings, ATL,F,26,1,140000,23,17.4,6.5,2.4,5.1,47,0,0,0,1.7,2.2,76.5,2,4.4,6.3,1.1,0.8,0.3,1.3
2022,Myisha Hines-Allen, WAS,F,26,3,170000,34,19.3,8.9,3.4,8.1,41.5,0.9,2.3,36.7,1.3,1.9,70.3,1.1,4.2,5.3,1.9,0.8,0.3,1.7
2022,Natalie Achonwa, MIN,C,29,3,160000,22,15.1,5.3,2.1,4.1,51.6,0,0.1,0,1,1.2,81.5,1.1,3,4.1,1.7,0.4,0.3,1
2022,Natasha Cloud, WAS,G,30,3,185000,34,31.3,10.7,3.6,9.1,39.9,1.3,4,31.9,2.2,2.7,82.4,0.5,3.1,3.6,7,1,0.3,2.8
2022,Natasha Howard, NY,F,30,4,221450,35,29.9,15.1,5.9,12.2,48.2,0.9,2.6,32.6,2.5,3.5,71.5,2,5.3,7.3,2.3,1.3,1,3.2
2022,Nneka Ogwumike, LA,F,32,2,196267,34,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2,1.7,0.4,1.8
2022,Rebecca Allen, NY,G,29,2,141000,25,20.9,7,2.6,6.8,37.9,1,3.3,31.3,0.8,1,83.3,0.3,3,3.4,1.2,0.8,1,1
2022,Riquna Williams, LV,G,32,2,145000,21,18,6.7,2.1,5.6,38.1,1.6,4.4,36.6,0.8,1,76.2,0.2,1.8,2,1.2,0.4,0.1,0.3
2022,Sami Whitcomb, NY,G,34,2,150350,35,21.3,6.5,2.1,5.7,36.8,1.7,4.8,35.1,0.6,0.7,87,0.3,2.1,2.3,2.3,0.7,0.1,1.4
2022,Skylar Diggins-Smith, PHX,G,32,4,227900,30,34,19.7,6.9,16.2,42.9,1.3,4.5,29.6,4.5,5.3,84.4,0.9,3.1,4,5.5,1.5,1,2.7
2022,Stefanie Dolson, NY,C,30,2,160000,36,22.9,8.1,3.1,6.4,49.3,0.7,1.8,39.4,1.1,1.2,90.5,1.2,3.6,4.8,1.8,0.4,0.8,1.6
2022,Sylvia Fowles, MIN,C,36,1,200000,30,27.7,14.4,6.1,9.9,62.2,0,0,0,2.1,3.2,66,2.5,7.3,9.8,1.2,1,1.2,2.1
2022,Tiffany Hayes, ATL,G,32,1,215000,11,27.5,16.2,6,11,54.5,1.6,3.8,42.9,2.5,3.7,68.3,0.3,3.4,3.6,2.1,0.7,0.1,2
2022,Tiffany Mitchell, IND,G,27,3,148400,34,16.3,6.5,2.4,5.4,45.1,0.4,0.9,38.7,1.3,1.5,86.5,0.6,0.6,1.2,1.2,0.8,0.1,0.9
